DATES,T_PI,T_CI,m_PI,m_CI,APITR,ACITR,PITB,CITB,GOV,RGDP,DEBT,FF,PLEVEL,NBR,EMP,HperW,LF,CNDSV,CD,INR,"2006, frequenc"
1987.5,0.0000,0.0000,0.0000,0.0000,0.1867,0.2447,-14.9607,-17.2868,-14.5395,-14.9726,-15.6699,0.0684,4.1580,3.6423,-14.2509,0.5458,-14.1931,-14.9522,-15.4418,-15.3012,-15.2238
1987.75,0.0000,0.0000,0.0000,0.0000,0.1870,0.2301,-14.9445,-17.2822,-14.5269,-14.9578,-15.6548,0.0692,4.1666,3.6411,-14.2445,0.5522,-14.1885,-14.9470,-15.4714,-15.3057,-15.2261
1988,0.0205,1.8978,0.2997,2.6805,0.1871,0.2180,-14.9362,-17.2685,-14.5566,-14.9548,-15.6418,0.0666,4.1751,3.6247,-14.2404,0.5482,-14.1852,-14.9375,-15.4273,-15.3002,-15.2295
1988.25,0.0000,0.0000,0.0000,0.0000,0.1849,0.2228,-14.9296,-17.2390,-14.5690,-14.9441,-15.6314,0.0716,4.1860,3.6162,-14.2327,0.5523,-14.1806,-14.9313,-15.4291,-15.2780,-15.2123
1988.5,0.0000,0.0000,0.0000,0.0000,0.1829,0.2384,-14.9227,-17.2368,-14.5785,-14.9411,-15.6250,0.0798,4.1983,3.6244,-14.2303,0.5490,-14.1780,-14.9220,-15.4443,-15.2749,-15.2105
1988.75,0.0000,0.0000,0.0000,0.0000,0.1825,0.2375,-14.9130,-17.1938,-14.5510,-14.9299,-15.6144,0.0847,4.2079,3.6568,-14.2238,0.5509,-14.1726,-14.9147,-15.4208,-15.2665,-15.2026
1989,0.0000,0.0000,0.0000,0.0000,0.1867,0.2550,-14.9002,-17.2571,-14.5738,-14.9226,-15.6104,0.0944,4.2199,3.6384,-14.2189,0.5532,-14.1704,-14.9118,-15.4273,-15.2518,-15.1948
1989.25,0.0000,0.0000,0.0000,0.0000,0.1875,0.2345,-14.9018,-17.2903,-14.5536,-14.9172,-15.6033,0.0973,4.2330,3.6269,-14.2182,0.5561,-14.1670,-14.9108,-15.4161,-15.2397,-15.1955
1989.5,0.0000,0.0000,0.0000,0.0000,0.1882,0.2243,-14.9002,-17.2853,-14.5465,-14.9118,-15.5926,0.0908,4.2384,3.6630,-14.2180,0.5545,-14.1668,-14.9049,-15.3962,-15.2139,-15.1807
1989.75,0.0000,0.0000,0.0000,0.0000,0.1889,0.2299,-14.8946,-17.3212,-14.5540,-14.9121,-15.5823,0.0861,4.2464,3.6944,-14.2170,0.5561,-14.1654,-14.8968,-15.4295,-15.2313,-15.1998
1990,0.0000,0.0000,0.0000,0.0000,0.1870,0.2242,-14.8899,-17.3137,-14.5415,-14.9041,-15.5745,0.0825,4.2614,3.6513,-14.2131,0.5505,-14.1624,-14.8965,-15.3906,-15.2205,-15.1899
1990.25,0.0000,0.0000,0.0000,0.0000,0.1866,0.2199,-14.8872,-17.2694,-14.5428,-14.9026,-15.5669,0.0824,4.2721,3.6835,-14.2123,0.5418,-14.1618,-14.8900,-15.4267,-15.2404,-15.2157
1990.5,0.0000,0.0000,0.0000,0.0000,0.1865,0.2400,-14.8870,-17.3451,-14.5548,-14.9056,-15.5580,0.0816,4.2848,3.7005,-14.2175,0.5440,-14.1611,-14.8871,-15.4399,-15.2371,-15.2296
1990.75,0.0000,0.0000,0.0000,0.0000,0.1859,0.2331,-14.8961,-17.3436,-14.5490,-14.9174,-15.5439,0.0774,4.2980,3.7242,-14.2219,0.5427,-14.1615,-14.8950,-15.4708,-15.2593,-15.2615
1991,0.2967,0.2319,0.5759,1.0147,0.1843,0.2075,-14.9087,-17.2826,-14.5443,-14.9253,-15.5388,0.0643,4.3043,3.7272,-14.2289,0.5391,-14.1631,-14.8974,-15.5017,-15.2885,-15.2993
1991.25,0.0000,0.0000,0.0000,0.0000,0.1835,0.2011,-14.9089,-17.3062,-14.5444,-14.9215,-15.5245,0.0586,4.3104,3.7465,-14.2339,0.5365,-14.1672,-14.8924,-15.4997,-15.3011,-15.3038
1991.5,0.0000,0.0000,0.0000,0.0000,0.1834,0.2039,-14.9111,-17.3228,-14.5663,-14.9204,-15.5084,0.0564,4.3180,3.7592,-14.2372,0.5375,-14.1703,-14.8933,-15.4875,-15.3137,-15.3036
1991.75,0.0000,0.0000,0.0000,0.0000,0.1832,0.2046,-14.9102,-17.3204,-14.5892,-14.9196,-15.4910,0.0482,4.3259,3.8138,-14.2417,0.5382,-14.1711,-14.8947,-15.5071,-15.3220,-15.3047
1992,0.0000,0.0000,0.0000,0.0000,0.1812,0.2115,-14.9023,-17.2530,-14.5920,-14.9117,-15.4702,0.0402,4.3337,3.8750,-14.2482,0.5388,-14.1754,-14.8836,-15.4716,-15.3296,-15.2975
1992.25,0.0000,0.0000,0.0000,0.0000,0.1813,0.2126,-14.8971,-17.2454,-14.5960,-14.9042,-15.4505,0.0377,4.3406,3.8927,-14.2488,0.5412,-14.1720,-14.8809,-15.4678,-15.2938,-15.2620
1992.5,0.0000,0.0000,0.0000,0.0000,0.1819,0.2137,-14.8938,-17.2894,-14.5877,-14.8970,-15.4292,0.0326,4.3471,3.9339,-14.2489,0.5380,-14.1742,-14.8743,-15.4496,-15.2768,-15.2500
1992.75,0.0000,0.0000,0.0000,0.0000,0.1819,0.2155,-14.8796,-17.2255,-14.5902,-14.8895,-15.4110,0.0304,4.3532,3.9945,-14.2493,0.5411,-14.1764,-14.8662,-15.4330,-15.2502,-15.2223
1993,0.0000,0.0000,0.0000,0.0000,0.1827,0.2265,-14.9048,-17.2450,-14.6244,-14.8907,-15.3931,0.0304,4.3580,4.0051,-14.2471,0.5427,-14.1782,-14.8660,-15.4263,-15.2468,-15.2195
1993.25,0.0000,0.0000,0.0000,0.0000,0.1843,0.2358,-14.8878,-17.2046,-14.6416,-14.8873,-15.3785,0.0300,4.3637,4.0414,-14.2443,0.5484,-14.1754,-14.8625,-15.3974,-15.2236,-15.2003
1993.5,0.4350,0.0000,0.7142,0.0000,0.1860,0.2192,-14.8890,-17.1933,-14.6552,-14.8850,-15.3631,0.0306,4.3672,4.0681,-14.2421,0.5447,-14.1765,-14.8547,-15.3892,-15.2154,-15.1857
1993.75,0.0000,0.0000,0.0000,0.0000,0.1857,0.2466,-14.8754,-17.1198,-14.6529,-14.8748,-15.3514,0.0299,4.3726,4.1024,-14.2398,0.5460,-14.1762,-14.8509,-15.3684,-15.1772,-15.1452
1994,0.0000,0.0000,0.0000,0.0000,0.1875,0.2133,-14.8844,-17.1245,-14.6923,-14.8680,-15.3418,0.0321,4.3765,4.0984,-14.2385,0.5471,-14.1752,-14.8446,-15.3478,-15.1703,-15.1349
1994.25,0.0000,0.0000,0.0000,0.0000,0.1894,0.2183,-14.8663,-17.1002,-14.7009,-14.8574,-15.3342,0.0394,4.3818,4.0896,-14.2316,0.5520,-14.1728,-14.8406,-15.3400,-15.1532,-15.1141
1994.5,0.0000,0.0000,0.0000,0.0000,0.1855,0.2281,-14.8613,-17.0570,-14.6769,-14.8541,-15.3264,0.0449,4.3900,4.0828,-14.2251,0.5518,-14.1682,-14.8361,-15.3327,-15.1377,-15.1073
1994.75,0.0000,0.0000,0.0000,0.0000,0.1853,0.2327,-14.8533,-17.0272,-14.7079,-14.8461,-15.3184,0.0517,4.3947,4.0819,-14.2232,0.5517,-14.1702,-14.8330,-15.3012,-15.0975,-15.0834
1995,0.0000,0.0000,0.0000,0.0000,0.1868,0.2380,-14.8504,-17.0299,-14.7134,-14.8468,-15.3110,0.0581,4.4001,4.0629,-14.2193,0.5526,-14.1672,-14.8316,-15.3252,-15.0605,-15.0639
1995.25,0.0000,0.0000,0.0000,0.0000,0.1906,0.2255,-14.8491,-16.9977,-14.7204,-14.8477,-15.3037,0.0602,4.4059,4.0449,-14.2183,0.5495,-14.1645,-14.8268,-15.3182,-15.0567,-15.0708
1995.5,0.0000,0.0000,0.0000,0.0000,0.1888,0.2227,-14.8450,-16.9542,-14.7304,-14.8424,-15.2986,0.0580,4.4101,4.0436,-14.2183,0.5545,-14.1643,-14.8238,-15.2935,-15.0531,-15.0608
1995.75,0.0000,0.0000,0.0000,0.0000,0.1896,0.2148,-14.8388,-16.9447,-14.7717,-14.8386,-15.2940,0.0572,4.4145,4.0294,-14.2195,0.5512,-14.1660,-14.8214,-15.2793,-15.0363,-15.0432
1996,0.0000,0.0000,0.0000,0.0000,0.1919,0.2134,-14.8311,-16.9083,-14.7542,-14.8348,-15.2891,0.0536,4.4203,4.0123,-14.2176,0.5410,-14.1651,-14.8156,-15.2716,-15.0148,-15.0214
1996.25,0.0000,0.0000,0.0000,0.0000,0.1954,0.2223,-14.8178,-16.8989,-14.7431,-14.8207,-15.2856,0.0524,4.4268,3.9845,-14.2156,0.5463,-14.1649,-14.8104,-15.2434,-14.9896,-14.9924
1996.5,0.0000,0.0000,0.0000,0.0000,0.1938,0.2214,-14.8098,-16.8974,-14.7642,-14.8154,-15.2827,0.0531,4.4314,3.9307,-14.2131,0.5486,-14.1635,-14.8079,-15.2396,-14.9601,-14.9729
1996.75,0.0000,0.0000,0.0000,0.0000,0.1943,0.2186,-14.8032,-16.8778,-14.7704,-14.8078,-15.2852,0.0528,4.4383,3.9126,-14.2093,0.5517,-14.1582,-14.8047,-15.2236,-14.9367,-14.9596
1997,0.0000,0.0000,0.0000,0.0000,0.1979,0.2125,-14.7954,-16.8505,-14.7872,-14.8034,-15.2892,0.0528,4.4434,3.8648,-14.2065,0.5519,-14.1574,-14.8004,-15.2001,-14.9148,-14.9435
1997.25,0.0000,0.0000,0.0000,0.0000,0.1988,0.2112,-14.7886,-16.8295,-14.7729,-14.7920,-15.2921,0.0552,4.4461,3.8410,-14.2055,0.5532,-14.1579,-14.7986,-15.2066,-14.8936,-14.9255
1997.5,0.0000,0.0000,0.0000,0.0000,0.1993,0.2147,-14.7782,-16.7987,-14.7794,-14.7827,-15.2965,0.0553,4.4489,3.8245,-14.2046,0.5550,-14.1582,-14.7889,-15.1662,-14.8470,-14.8909
1997.75,0.0000,0.0000,0.0000,0.0000,0.2000,0.2091,-14.7645,-16.8278,-14.7839,-14.7783,-15.3009,0.0551,4.4525,3.8405,-14.2026,0.5544,-14.1576,-14.7828,-15.1442,-14.8422,-14.8855
1998,0.0000,0.0000,0.0000,0.0000,0.1997,0.2257,-14.7441,-16.9238,-14.8188,-14.7721,-15.3069,0.0552,4.4530,3.8245,-14.2005,0.5561,-14.1562,-14.7759,-15.1390,-14.8114,-14.8591
1998.25,0.0000,0.0000,0.0000,0.0000,0.1999,0.2232,-14.7304,-16.9376,-14.7948,-14.7663,-15.3147,0.0550,4.4553,3.8103,-14.1973,0.5536,-14.1547,-14.7669,-15.0925,-14.7787,-14.8280
1998.5,0.0000,0.0000,0.0000,0.0000,0.2007,0.2267,-14.7209,-16.9337,-14.8063,-14.7563,-15.3252,0.0553,4.4587,3.7977,-14.1966,0.5513,-14.1535,-14.7591,-15.0671,-14.7668,-14.8122
1998.75,0.0000,0.0000,0.0000,0.0000,0.2021,0.2277,-14.7144,-16.9647,-14.7996,-14.7422,-15.3350,0.0486,4.4618,3.8078,-14.1951,0.5584,-14.1540,-14.7536,-15.0125,-14.7374,-14.7852
1999,0.0000,0.0000,0.0000,0.0000,0.2034,0.2229,-14.7118,-16.8981,-14.8093,-14.7364,-15.3480,0.0473,4.4649,3.7918,-14.1972,0.5571,-14.1578,-14.7457,-15.0131,-14.7175,-14.7699
1999.25,0.0000,0.0000,0.0000,0.0000,0.2042,0.2212,-14.7086,-16.9057,-14.8124,-14.7317,-15.3607,0.0475,4.4706,3.7577,-14.1930,0.5582,-14.1528,-14.7380,-14.9692,-14.6929,-14.7498
1999.5,0.0000,0.0000,0.0000,0.0000,0.2047,0.2284,-14.7020,-16.9265,-14.7945,-14.7219,-15.3737,0.0509,4.4758,3.7280,-14.1912,0.5568,-14.1514,-14.7308,-14.9480,-14.6675,-14.7297
1999.75,0.0000,0.0000,0.0000,0.0000,0.2047,0.2318,-14.6847,-16.9246,-14.7754,-14.7069,-15.3863,0.0531,4.4813,3.7326,-14.1888,0.5568,-14.1509,-14.7193,-14.9385,-14.6672,-14.7269
2000,0.0000,0.0000,0.0000,0.0000,0.2064,0.2496,-14.6607,-16.9579,-14.8186,-14.7072,-15.4105,0.0568,4.4902,3.7017,-14.1845,0.5561,-14.1463,-14.7133,-14.8866,-14.6336,-14.7009
2000.25,0.0000,0.0000,0.0000,0.0000,0.2052,0.2511,-14.6559,-16.9774,-14.7822,-14.6907,-15.4300,0.0627,4.4946,3.6802,-14.1834,0.5543,-14.1459,-14.7025,-14.9076,-14.6002,-14.6789
2000.5,0.0000,0.0000,0.0000,0.0000,0.2062,0.2370,-14.6483,-17.0086,-14.8048,-14.6929,-15.4511,0.0652,4.5004,3.6658,-14.1871,0.5529,-14.1497,-14.6969,-14.8935,-14.5922,-14.6784
2000.75,0.0000,0.0000,0.0000,0.0000,0.2068,0.2475,-14.6498,-17.0497,-14.8124,-14.6900,-15.4713,0.0647,4.5059,3.6497,-14.1919,0.5509,-14.1544,-14.6909,-14.8892,-14.5913,-14.6784
2001,0.0000,0.0000,0.0000,0.0000,0.2091,0.2062,-14.6443,-17.0685,-14.7944,-14.6963,-15.4922,0.0559,4.5129,3.6466,-14.1902,0.5464,-14.1497,-14.6920,-14.8754,-14.6037,-14.6873
2001.25,0.0000,0.0000,0.0000,0.0000,0.2088,0.1900,-14.6554,-17.0373,-14.7762,-14.6927,-15.5098,0.0433,4.5176,3.6530,-14.1978,0.5441,-14.1548,-14.6906,-14.8789,-14.6333,-14.7061
2001.5,0.0000,0.0000,0.0000,0.0000,0.1889,0.1776,-14.6626,-17.1034,-14.7723,-14.6984,-15.5078,0.0350,4.5178,3.9995,-14.2041,0.5418,-14.1567,-14.6902,-14.8697,-14.6530,-14.7196
2001.75,0.0000,0.0000,0.0000,0.0000,0.2035,0.1542,-14.6703,-17.0906,-14.7632,-14.6977,-15.5122,0.0213,4.5184,3.7218,-14.2116,0.5399,-14.1567,-14.6876,-14.7919,-14.6884,-14.7481
2002,0.0000,0.0000,0.0000,0.0000,0.1861,0.1433,-14.6707,-17.0261,-14.7425,-14.6921,-15.5033,0.0173,4.5207,3.7133,-14.2199,0.5390,-14.1645,-14.6846,-14.8063,-14.7153,-14.7602
2002.25,0.0000,0.0000,0.0000,0.0000,0.1839,0.1449,-14.6709,-17.0068,-14.7225,-14.6896,-15.4925,0.0175,4.5284,3.6626,-14.2223,0.5429,-14.1663,-14.6831,-14.7986,-14.7343,-14.7669
2002.5,0.0000,0.0000,0.0000,0.0000,0.1824,0.1494,-14.6778,-16.9913,-14.7094,-14.6872,-15.4806,0.0174,4.5335,3.6552,-14.2261,0.5425,-14.1709,-14.6824,-14.7724,-14.7414,-14.7708
2002.75,0.0000,0.0000,0.0000,0.0000,0.1810,0.1553,-14.6820,-16.9224,-14.6953,-14.6895,-15.4676,0.0144,4.5382,3.6940,-14.2265,0.5417,-14.1689,-14.6790,-14.7883,-14.7617,-14.7806
2003,0.0000,0.0000,0.0000,0.0000,0.1795,0.1803,-14.6842,-16.9527,-14.6976,-14.6879,-15.4562,0.0125,4.5453,3.7176,-14.2303,0.5368,-14.1730,-14.6763,-14.7880,-14.7670,-14.7819
2003.25,0.0000,0.0000,0.0000,0.0000,0.1786,0.1731,-14.6764,-16.9215,-14.6532,-14.6821,-15.4354,0.0125,4.5461,3.7397,-14.2355,0.5357,-14.1737,-14.6737,-14.7501,-14.7424,-14.7588
2003.5,-1.0796,-3.2839,-0.8004,-2.5011,0.1667,0.1853,-14.6758,-16.8837,-14.6551,-14.6687,-15.4134,0.0102,4.5525,3.7844,-14.2356,0.5354,-14.1762,-14.6674,-14.7118,-14.7224,-14.7297
2003.75,0.0000,0.0000,0.0000,0.0000,0.1720,0.1941,-14.6655,-16.8324,-14.6506,-14.6625,-15.3967,0.0100,4.5571,3.7500,-14.2358,0.5367,-14.1805,-14.6655,-14.7052,-14.7111,-14.7140
2004,0.0000,0.0000,0.0000,0.0000,0.1717,0.1791,-14.6679,-16.7206,-14.6407,-14.6588,-15.3824,0.0100,4.5653,3.8031,-14.2367,0.5395,-14.1803,-14.6602,-14.6942,-14.7219,-14.7188
2004.25,0.0000,0.0000,0.0000,0.0000,0.1719,0.1871,-14.6622,-16.6984,-14.6379,-14.6552,-15.3700,0.0101,4.5727,3.8217,-14.2351,0.5357,-14.1803,-14.6589,-14.6908,-14.6981,-14.6913
2004.5,0.0000,0.0000,0.0000,0.0000,0.1728,0.1922,-14.6557,-16.6568,-14.6237,-14.6508,-15.3575,0.0143,4.5788,3.8330,-14.2339,0.5354,-14.1816,-14.6547,-14.6742,-14.6741,-14.6734
2004.75,0.0000,0.0000,0.0000,0.0000,0.1713,0.1979,-14.6437,-16.6771,-14.6390,-14.6456,-15.3462,0.0195,4.5868,3.8373,-14.2332,0.5347,-14.1811,-14.6480,-14.6595,-14.6554,-14.6596
2005,0.0000,0.0000,0.0000,0.0000,0.1804,0.2276,-14.6560,-16.5941,-14.6378,-14.6383,-15.3406,0.0247,4.5927,3.8456,-14.2320,0.5359,-14.1813,-14.6434,-14.6519,-14.6493,-14.6504
2005.25,0.0000,0.0000,0.0000,0.0000,0.1809,0.2181,-14.6521,-16.5906,-14.6398,-14.6368,-15.3329,0.0294,4.5989,3.8250,-14.2304,0.5364,-14.1813,-14.6393,-14.6262,-14.6377,-14.6357
2005.5,0.0000,0.0000,0.0000,0.0000,0.1815,0.2184,-14.6455,-16.5866,-14.6197,-14.6318,-15.3257,0.0346,4.6101,3.8311,-14.2300,0.5356,-14.1809,-14.6356,-14.6151,-14.6264,-14.6259
2005.75,0.0000,0.0000,0.0000,0.0000,0.1814,0.2296,-14.6413,-16.5476,-14.6394,-14.6297,-15.3212,0.0398,4.6188,3.8029,-14.2301,0.5348,-14.1828,-14.6320,-14.6438,-14.6234,-14.6248
2006,0.0000,0.0000,0.0000,0.0000,0.1850,0.2290,-14.6249,-16.5198,-14.6142,-14.6201,-15.3187,0.0446,4.6230,3.7770,-14.2264,0.5372,-14.1808,-14.6287,-14.6086,-14.5843,-14.6047
2006.25,0.0000,0.0000,0.0000,0.0000,0.1838,0.2348,-14.6222,-16.5287,-14.6257,-14.6189,-15.3166,0.0491,4.6303,3.8103,-14.2256,0.5355,-14.1806,-14.6249,-14.6108,-14.5693,-14.6122
2006.5,0.0000,0.0000,0.0000,0.0000,0.1840,0.2376,-14.6217,-16.5044,-14.6295,-14.6217,-15.3142,0.0525,4.6375,3.7593,-14.2259,0.5376,-14.1820,-14.6230,-14.5989,-14.5617,-14.6279
2006.75,0.0000,0.0000,0.0000,0.0000,0.1855,0.2281,-14.6129,-16.5524,-14.6297,-14.6177,-15.3136,0.0525,4.6373,3.7598,-14.2256,0.5390,-14.1823,-14.6173,-14.5881,-14.5595,-14.6449
